English,Japanese
I do it,私がちゃんとやりますから。
I do it,私がやります。
I do it,やるよ。
I go in,私が中に入る。
I 30 now,私は今30歳です。
I a twin,私は双子です。
I a wolf,私は狼だ。
I afraid,怖いよ。
I amused,楽しんでるよ。
I anemic,貧血気味です。
I anemic,貧血なんです。
I biased,私は先入観に縛られている。
I biased,私は公平ではない。
I bushed,疲れたー。
I coming,今、行くわ。
I coming,すぐ参ります。
I coming,いま行くよ。
I direct,私は単刀直入なんです。
I eating,今食事中。
I for it,賛成。
I honest,ほんとだってば。
I hungry,おなか空いた！
I hungry,ああ、お腹が空いた。
I hungry,お腹がすいた。
I hungry,腹が減った。
I hungry,お腹が減った。
I hungry,おなか空いた！
I hungry,おなかペコペコだ。
I hungry,お腹が減った。
I hungry,腹減ったな。
I hungry,腹減った。
I hungry,お腹が減ってるんです。
I joking,冗談だよ。
I lonely,淋しいです。
I lonely,寂しいわ。
I lonely,心細いの。
I not in,私は関与していない。
I pooped,疲れたなあ。
I pooped,疲れたー。
I scared,私、怖い！
I scared,怖いよ。
I single,独身です。
I sleepy,眠い！
I sleepy,眠い！
I sleepy,あー、眠い。
I sleepy,ふぁ〜眠い。
I sleepy,眠いなぁ。
I sleepy,眠い。
I so fat,僕はすごく太ってる。
I stupid,私ったら馬鹿ね。
I taller,私の方が背が高い。
I thirty,私は今30歳です。
I thirty,私は30才です。
I twelve,12歳です。
I eaten,食べた。
Ignore Tom,トムのことなど気にするな。
Is Tom fun,トムって、楽しい人？
Is Tom ill,トムは病気なの？
Is Tom mad,トム怒ってるかな？
Is Tom out,トムは外出中？
Is he busy,彼は忙しいですか。
Is he tall,彼は背が高いですか。
Is it done,出来上がった？
Is it done,できた？
Is it free,無料なのですか。
Is it free,ただなの？
Is it time,時間なの？
Is it true,それ本当？
Is that OK,よろしいでしょうか？
Is that so,そうなんですか？
Is that so,そうなの？
Is this OK,これでいい？
Is this OK,これで大丈夫？
Is this OK,これで問題ない？
It happens,よくあることだよ。
It a boy,男の子ですよ。
It a bug,バグってるよ。
It cheap,安いね。
It empty,空っぽだ。
It empty,それは虚しいね。
It funny,変なの！
It heavy,重たぁ。
It heavy,重いですよ。
It my CD,俺のＣＤじゃねえか。
It my CD,それは私のCDです。
It on me,僕のおごりですよ。
It on me,私のおごりだ。
It on me,私がご馳走します。
It on me,おごるよ。
It scary,怖いよ。
It weird,妙だな。
It weird,気色悪いー！
It windy,風が強いな。
It yours,それ、あなたのよ。
Just do it,いいからやれよ。
Just relax,とにかく落ち着いて。
Keep going,そのまま続けて。
Keep it up,その調子で続けて。
Keep it up,その調子でがんばって。
Keep it up,その調子でがんばって。
Keep it up,頑張れ！
Keep quiet,静かにしていなさい。
Keep quiet,静かにしていなさい。
Keep still,じっとしてて。
Lean on me,寄りかかっていいよ。
Lean on me,当てにしていいよ。
Let Tom in,トムを入れてあげて。
Let him in,中に入れてあげて。
Let him in,お入り頂きなさい。
Let him in,中に入ってもらって。
Let me die,死なせてくれ。
Let me out,出してくれ。
Let me out,出してくれ。
Let me pay,払わせてください。
Let me pay,私が払いましょう。
Let me see,えっと。
Let me see,見せて。
Let me see,どれどれ。
Let me see,えーとですね。
Let me try,私にやらせて。
Let hide,隠れようよ。
Let play,遊びましょう。
Let pray,お祈りしましょう。
Let sing,さあ歌おう。
Let swim,さあ泳ごう。
Let talk,さ、話してみなさい。
Let work,仕事をしよう。
Lighten up,気楽にいけよ。
Look at it,これ見て。
Look at me,私を見なさい。
Look at me,私を見て。
May I help,手伝っていい？
Never mind,心配するな。
Never mind,気にするな。
Never mind,何でもない。
Never mind,たいしたことではない。心配するな。
Night fell,日が暮れた。
No comment,ノーコメントです。
No problem,問題ないよ。
No problem,大丈夫ですよ。
No problem,お安い御用ですよ。
No problem,問題ないよ。
No problem,大丈夫ですよ。
No problem,了解。
No problem,問題なし。
Oh really,えっ、ホントに？
Oh really,ああ、そうですか。
Once again,もう一回。
People lie,人は嘘つきだ。
People lie,人は嘘をつくものさ。
Pick it up,それ片づけて。
Pick it up,それ拾って。
Please eat,どうぞお召し上がりください。
Please eat,どうぞ召し上がってください。
Please sit,座りなよ。
Quiet down,お静かに。
Quit lying,嘘はやめろ。
Say cheese,はい、チーズ。
Say please,「お願い」って言えよ。
Say please,やって欲しいなら、頼めよ。
She smiled,彼女はにっこり笑った。
She smiled,彼女は微笑みました。
She busy,その女性は忙しい。
She busy,彼女は忙しい。
She mine,彼女は俺のモノだ。
Sing along,さあ、みんなで歌いましょう。
Stand back,下がってろ！
Stay awake,眠っちゃダメ。
Stay awake,寝るなよ。
Stay quiet,黙ってて。
Stay still,じっとしてて。
Stay there,そこにいて。
Step aside,ちょっとどいて。
Stop lying,嘘はやめろ。
Stop lying,嘘はやめたまえ。
Stop there,そこで止まって。
Study hard,しっかり勉強して下さい。
Take a bus,バスに乗りなさい。
Talk to me,話してよ！
Talk to me,話せよ！
That a boy,そうそうその調子。
That a boy,よくやった！
That hurts,痛いです。
That hurts,痛い。
That do,もうそれで十分だ。
That do,それで結構です。
That do,それで間に合うでしょう。
That do,それでよろしい。
That all,それが全てです。
That all,それだけです。
That all,以上です。
That new,それは新しいです。
That odd,変なの！
They tried,彼らは挑戦した。
This is it,さあ、着きましたよ。
This is it,これで終わりです。
This is it,これで最後だ。
This is it,以上です。
This is it,これで決まりだ。
This is it,これだよ。
This is it,これなんです。
This works,これは効くわ。
This do,これでもいいや。
Time flies,時のたつのは早いものだ。
Time is up,もう終わりです。
Time is up,時間終了。
Time is up,はい、そこまで。
Tom agreed,トムは賛成した。
Tom agrees,トムは賛成する。
Tom ate it,トムはそれを食べた。
Tom danced,トムは踊った。
Tom dances,トムが踊っている。
Tom drinks,トムはお酒を飲む。
Tom drives,トムは車を運転します。
Tom failed,トムは失敗した。
Tom forgot,トムは忘れた。
Tom fought,トムは喧嘩した。
Tom fought,トムは闘った。
Tom helped,トムは手伝った。
Tom is ill,トムは病気だ。
Tom is mad,トムは狂ってる。
Tom is new,トムは新人だ。
Tom is out,トムがいません。
Tom is wet,トムは濡れてる。
Tom jumped,トムはジャンプした。
Tom looked,トムは見た。
Tom nodded,トムは頷いた。
Tom phoned,トムは電話をかけた。
Tom sighed,トムはため息をついた。
Tom sighed,トムは吐息をついた。
Tom smiled,トムは微笑んだ。
Tom smokes,トムはタバコを吸う。
Tom talked,トムは話した。
Tom waited,トムは待っていた。
Tom winked,トムはウィンクした。
Tom yawned,トムはあくびした。
Tom yelled,トムは大声で叫んだ。
Tom busy,トムは忙しいんだ。
Tom deaf,トムは耳が聞こえない。
Tom home,トムは家にいるよ。
Tom sick,トムは病気だ。
Tom weak,トムは弱い。
Try harder,もっと頑張れよ。
Try it out,やってみて。
Turn it up,もう少し大きくして。
Turn right,右に曲がって。
Wait a bit,ちょっと待ってて。
Wait a bit,ちょっと待って。
Wait a bit,少しお待ちください。
Wait a sec,ちょっと待ってて。
Wait a sec,ちょっと待って。
Wait a sec,少しお待ちください。
Was he Tom,彼がトムだったの？
Was it fun,楽しかった？
Watch this,これ見て。
Watch this,これを見て。
We are men,私たちは男です。
We made up,私たちは仲直りした。
We walk,歩いていくよ。
We boys,私たちは男です。
We next,次は私たちよ。
We sunk,八方塞がりだ。
What is it,何ですか。
What is it,それは何ですか。
What new,変わりはないかい。
What new,何か変わりはない？
What new,何か変わったことは？
What new,何か変わったことある？
What new,何か変わったことない？
Where am I,私はどこにいるの？
Where am I,僕はどこにいるの？
Where am I,ここどこ？
Where am I,ここはどこ？
Who did it,誰がしたの？
Who did it,誰がやったの？
Who is Tom,トムって誰？
Who is she,彼女は誰ですか。
Who yelled,誰が叫んだの？
Who next,次は誰。
Who next,次は誰？
Who that,あれ誰？
Who that,そいつってどいつ？
Why not go,どうして行かないの？
Why not go,行ってみたら？
Wood burns,木は燃えます。
Yeah sure,はい、いいですよ。
Yeah sure,ええ、いいですよ。
You called,お呼びですか。
You can go,行ってもよろしい。
You decide,あなたが決めて。
You did it,やったね！
You may go,行ってもよい。
You may go,行ってもよろしい。
You see,今にわかる。
You see,まあ見てなよ。
You bad,悪い子ね！
You bad,おまえ、ワルだな。
You bad,いけない人！
All is well,万事上手くいってます。
All is well,万事よろしい。
Am I hungry,ああ、お腹が空いた。
Anyone hurt,誰かケガした？
Anyone hurt,誰か怪我した？
Are you Tom,君、トムなの？
Are you fat,君って、太ってるの？
Are you hot,暑いの？
Are you mad,怒ってるの？
Are you mad,怒った？
Are you new,新人さんなの？
Are you new,新しく入った人ですか？
Are you sad,悲しいですか。
Are you sad,悲しいの？
Ask anybody,誰にでもいいから訊いてみてください。
Ask anybody,誰かに聞いてみて。
Be cheerful,楽しくいこう。
Be punctual,遅れるなよ。
Be punctual,時間に遅れないで。
Be punctual,時間厳守で！
Be yourself,自分らしくあれ。
Call me Tom,トムと呼んで。
Can I begin,始めていい？
Can we talk,お話ししたいことがあります。
Can you ski,スキーできる？
Come inside,入っておいでよ。
Contact Tom,トムと連絡を取りなさい。
Cook for me,僕に料理を作って。
Count me in,私も仲間に入れて。
Count on me,任せて。
Did Tom cry,トムって泣いてたの？
Did Tom die,トムは死んだ？
Did Tom try,トムは試したの？
Did Tom win,トムは勝った？
Did you eat,ご飯は食べた？
Did you eat,食べた？
Did you win,勝った？
Do as I say,言うとおりにして。
Do as I say,俺が言うとおりにやれよ。
Do it again,もう一度おやり。
Do it again,もう一度やって。
Do it later,後でやって。
Do it right,ちゃんとやって。
Do you bowl,ボウリングってする？
